"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045598","BP","GO:0045598","regulation of fat cell differentiation","10/512","148/29008",0.00031237455163022,0.00687059605927731,0.00514336380855963,"Ptgs2/Bmp2/Trib3/Zfp36/Arntl/Htr2a/Vegfa/Mkx/Zbtb7c/Htr2c",10
"GO:0055007","BP","GO:0055007","cardiac muscle cell differentiation","10/512","149/29008",0.0003296696555902,0.00721303398278244,0.00539971461236746,"Rgs4/Bmp2/Akap13/Mesp1/Xirp1/Myocd/Asb2/Sik1/Vegfa/Nrap",10
"GO:0038066","BP","GO:0038066","p38MAPK cascade","6/512","53/29008",0.00033379385582008,0.00722758820451873,0.00541060997816896,"Bmp2/Zfp36/Gadd45b/Per1/Dusp1/Vegfa",6
"GO:0044060","BP","GO:0044060","regulation of endocrine process","6/512","53/29008",0.00033379385582008,0.00722758820451873,0.00541060997816896,"Crh/Tac1/Tacr2/Inhba/Galr1/Apln",6
"GO:0048738","BP","GO:0048738","cardiac muscle tissue development","14/512","269/29008",0.000336848778703567,0.00725613941341343,0.00543198356107976,"Rgs4/Eng/Bmp2/Trp73/Adamts9/Akap13/Mesp1/Fgf3/Xirp1/Myocd/Asb2/Sik1/Vegfa/Nrap",14
"GO:0097191","BP","GO:0097191","extrinsic apoptotic signaling pathway","13/512","238/29008",0.000343610818295958,0.00736384415209646,0.0055126118865079,"Scg2/Atf3/Thbs1/Il12a/Ngf/Tnfaip3/Kitl/Inhba/Fgf10/Gdnf/Vegfa/Pmaip1/Itprip",13
"GO:1903844","BP","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","9/512","124/29008",0.000365852713976396,0.00777809284574442,0.00582272060491742,"Eng/Thbs1/Fbn1/Bmp2/Tgfbr3l/Myocd/Tgfb3/Il17rd/Onecut2",9
"GO:0046660","BP","GO:0046660","female sex differentiation","10/512","151/29008",0.000366662907540476,0.00777809284574442,0.00582272060491742,"Tiparp/Arid5b/Kitl/Esr2/Inhba/Fst/Fgf10/Adamts1/Vegfa/Adcyap1",10
"GO:0043116","BP","GO:0043116","negative regulation of vascular permeability","4/512","20/29008",0.000371246347803704,0.00779617330387778,0.00583625572955624,"Slit2/Adm/Cldn5/Vegfa",4
"GO:0050965","BP","GO:0050965","detection of temperature stimulus involved in sensory perception of pain","4/512","20/29008",0.000371246347803704,0.00779617330387778,0.00583625572955624,"Ntsr1/Tac1/Pawr/Htr2a",4
"GO:0007159","BP","GO:0007159","leukocyte cell-cell adhesion","17/512","373/29008",0.000386994881790608,0.00808625805501475,0.00605341467727203,"Lax1/Cd44/Thbs1/Il12a/Nr4a3/Fgl2/Cd4/Lrrc32/Madcam1/Pawr/Irf1/Arg2/Btn2a2/Syk/Itga5/Cd6/Gcnt1",17
"GO:0001667","BP","GO:0001667","ameboidal-type cell migration","19/512","444/29008",0.000394377436071661,0.0081554375310688,0.00610520279148537,"Gbx2/Ptgs2/Thbs1/Cd40/Epha2/Slit2/Radil/Tac1/Adamts9/Mesp1/Tpbg/Arid5b/Kitl/Hdac5/Fgf10/Stc1/Gdnf/Smoc2/Vegfa",19
"GO:2000146","BP","GO:2000146","negative regulation of cell motility","15/512","306/29008",0.000395246873688391,0.0081554375310688,0.00610520279148537,"Tmeff2/Eng/Thbs1/Frmd5/Slit2/Cldn3/Adamts9/Acan/Drd4/Muc2/Myocd/Hdac5/Stc1/Cldn5/Dusp1",15
"GO:0001935","BP","GO:0001935","endothelial cell proliferation","11/512","181/29008",0.000396160282078719,0.0081554375310688,0.00610520279148537,"Scg2/Eng/Thbs1/Bmp2/Ghsr/Il12a/Epha2/Prok2/Ern1/Vegfa/Apln",11
"GO:0098868","BP","GO:0098868","bone growth","5/512","36/29008",0.00040307015111094,0.00825701059555204,0.00618124091383753,"Col9a1/Nppc/Thbs1/Lepr/Stc1",5
"GO:0031646","BP","GO:0031646","positive regulation of nervous system process","6/512","55/29008",0.000409169637150899,0.00830058210511459,0.00621385877165289,"Ntsr1/Nmu/Tac1/Egr2/Pawr/Cartpt",6
"GO:0044058","BP","GO:0044058","regulation of digestive system process","6/512","55/29008",0.000409169637150899,0.00830058210511459,0.00621385877165289,"Crh/Ghsr/Nmu/Tac1/Pawr/Fgf10",6
"GO:0051216","BP","GO:0051216","cartilage development","12/512","212/29008",0.000417883314532184,0.0084363979296135,0.00631553120157462,"Col9a1/Arid5a/Nppc/Thbs1/Bmp2/Gdf5/Acan/Barx2/Col10a1/Col1a1/Stc1/Mkx",12
"GO:0060993","BP","GO:0060993","kidney morphogenesis","8/512","101/29008",0.000429156139261417,0.00862232454794933,0.00645471683140147,"Kif26b/Cd44/Bmp2/Six4/Fgf10/Gdnf/Vegfa/Gcnt1",8
"GO:0098742","BP","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","12/512","213/29008",0.000435908039143469,0.00871607509847157,0.00652489897927167,"Bmp2/Cldn3/Tnfaip3/Cdh23/Pcdh17/Pcdh20/Cdh6/Itga5/Cldn1/Epha3/Dsc3/Cd6",12
"GO:0061180","BP","GO:0061180","mammary gland epithelium development","7/512","78/29008",0.000459242588381003,0.00909769535496857,0.00681058188057244,"Irf6/Epha2/Slit2/Areg/Atp2c2/Mst1/Fgf10",7
"GO:2000191","BP","GO:2000191","regulation of fatty acid transport","5/512","37/29008",0.000459347623809134,0.00909769535496857,0.00681058188057244,"Thbs1/Ntsr1/P2ry2/Irs2/Syk",5
"GO:0007612","BP","GO:0007612","learning","11/512","185/29008",0.000476472533891243,0.00939235244873352,0.00703116370767018,"Ptgs2/Bdnf/Lrrn4/Ntsr1/Crh/Tac1/Hrh1/Drd4/Tpbg/Tacr2/Nts",11
"GO:0043010","BP","GO:0043010","camera-type eye development","17/512","381/29008",0.000492165824764066,0.00965615484361048,0.0072286475473131,"Cnga3/Prss56/Twist2/Bhlhe23/Grhl3/Epha2/Kdm2b/Aldh1a3/Gnat1/Atoh7/Dio3/Inhba/Fgf10/Zhx2/Vegfa/Tgif1/Rorb",17
"GO:0051057","BP","GO:0051057","positive regulation of small GTPase mediated signal transduction","7/512","79/29008",0.000496344869600613,0.00969042350057265,0.007254301241471,"Ngf/Gpr4/Akap13/Lpar2/Kitl/Fgf10/Abra",7
"GO:0035051","BP","GO:0035051","cardiocyte differentiation","11/512","186/29008",0.000498550144202709,0.00969042350057265,0.007254301241471,"Rgs4/Bmp2/Prok2/Akap13/Mesp1/Xirp1/Myocd/Asb2/Sik1/Vegfa/Nrap",11
"GO:0007015","BP","GO:0007015","actin filament organization","19/512","453/29008",0.000503508502733551,0.0097414908931644,0.0072925305561604,"Tmeff2/Lmod1/Rgs4/Rnd3/Arhgap40/Ghsr/Slit2/Shroom3/Tac1/Nphs1/Pdlim3/Tpm4/Kbtbd13/Xirp1/Pawr/Tgfb3/Elmo1/Plekhh2/Nrap",19
"GO:0043406","BP","GO:0043406","positive regulation of MAP kinase activity","9/512","130/29008",0.000517425402511108,0.00996461178384295,0.0074595600109775,"Thbs1/Cd40/Akap13/Drd4/Kitl/Ern1/Syk/Htr2a/Vegfa",9
"GO:0001933","BP","GO:0001933","negative regulation of protein phosphorylation","16/512","349/29008",0.000533656780633728,0.0100346869472956,0.00751201864141821,"Lax1/Eng/Bmp2/Trib3/Trp73/Slit2/Gprc5a/Prkar2a/Tnfaip3/Gadd45b/Irak3/Irf1/Myocd/Ocln/Mas1/Dusp1",16
"GO:0051271","BP","GO:0051271","negative regulation of cellular component movement","15/512","315/29008",0.000534306382080601,0.0100346869472956,0.00751201864141821,"Tmeff2/Eng/Thbs1/Frmd5/Slit2/Cldn3/Adamts9/Acan/Drd4/Muc2/Myocd/Hdac5/Stc1/Cldn5/Dusp1",15
"GO:0051145","BP","GO:0051145","smooth muscle cell differentiation","7/512","80/29008",0.000535795742507455,0.0100346869472956,0.00751201864141821,"Eng/Prok2/Mesp1/Adm/Myocd/Fgf10/Vegfa",7
"GO:1901214","BP","GO:1901214","regulation of neuron death","17/512","384/29008",0.000537511194010959,0.0100346869472956,0.00751201864141821,"Nr4a2/Bdnf/Gdf5/Ngf/Nr4a3/Trp73/Kdm2b/Tac1/Ntf5/Pawr/Six4/Esr2/Fos/Tgfb3/Gdnf/Vegfa/Pmaip1",17
"GO:0002043","BP","GO:0002043","blood vessel endothelial cell proliferation involved in sprouting angiogenesis","4/512","22/29008",0.000545059453309429,0.0100346869472956,0.00751201864141821,"Thbs1/Il12a/Epha2/Vegfa",4
"GO:0060080","BP","GO:0060080","inhibitory postsynaptic potential","4/512","22/29008",0.000545059453309429,0.0100346869472956,0.00751201864141821,"Bdnf/Ntsr1/Drd4/Glra1",4
"GO:0060456","BP","GO:0060456","positive regulation of digestive system process","4/512","22/29008",0.000545059453309429,0.0100346869472956,0.00751201864141821,"Crh/Ghsr/Tac1/Pawr",4
"GO:2000810","BP","GO:2000810","regulation of bicellular tight junction assembly","4/512","22/29008",0.000545059453309429,0.0100346869472956,0.00751201864141821,"Epha2/Cldn3/Cldn5/Cldn1",4
"GO:0048592","BP","GO:0048592","eye morphogenesis","11/512","188/29008",0.000545277273437624,0.0100346869472956,0.00751201864141821,"Cnga3/Bdnf/Bhlhe23/Epha2/Kdm2b/Aldh1a3/Gnat1/Dio3/Zhx2/Vegfa/Rorb",11
"GO:0048754","BP","GO:0048754","branching morphogenesis of an epithelial tube","11/512","188/29008",0.000545277273437624,0.0100346869472956,0.00751201864141821,"Gbx2/Eng/Cd44/Bmp2/Epha2/Slit2/Areg/Six4/Fgf10/Gdnf/Vegfa",11
"GO:0043583","BP","GO:0043583","ear development","13/512","250/29008",0.000547477536248716,0.0100346869472956,0.00751201864141821,"Gbx2/Bdnf/Bmp2/Nr4a3/Grhl3/Aldh1a3/Fgf3/Cdh23/Lgr5/Cys1/Six4/Fgf10/Pou4f3",13
"GO:0046849","BP","GO:0046849","bone remodeling","8/512","105/29008",0.000556966411372396,0.0101640289656124,0.00760884474648937,"Suco/Lepr/Epha2/Htr1b/Syk/Cartpt/Vegfa/Mc4r",8
"GO:0070830","BP","GO:0070830","bicellular tight junction assembly","7/512","81/29008",0.000577700795150035,0.0104161829303949,0.00779760851100956,"Epha2/Cldn3/Cldn23/Ocln/Cldn5/Cldn1/Mpp7",7
"GO:2000027","BP","GO:2000027","regulation of animal organ morphogenesis","9/512","132/29008",0.000578126359954395,0.0104161829303949,0.00779760851100956,"Bmp2/Grhl3/Mesp1/Fgf3/Jhy/Six4/Fgf10/Gdnf/Vegfa",9
"GO:0001649","BP","GO:0001649","osteoblast differentiation","12/512","220/29008",0.000581391984457388,0.0104161829303949,0.00779760851100956,"Nppc/Twist2/Suco/Bmp2/Epha2/Areg/Col1a1/Hdac5/Gdf10/Sp7/Vegfa/Rorb",12
"GO:0015711","BP","GO:0015711","organic anion transport","16/512","352/29008",0.000585098566311659,0.0104161829303949,0.00779760851100956,"Rgs4/Bdnf/Slco4a1/Ntsr1/Slc17a9/Slc1a7/Trh/P2ry2/Drd4/Htr1b/Slc16a3/Arg2/Syk/Slc44a4/Syt4/Htr2c",16
"GO:0001706","BP","GO:0001706","endoderm formation","5/512","39/29008",0.000589417990217256,0.0104161829303949,0.00779760851100956,"Mesp1/Dusp4/Inhba/Itga5/Dusp1",5
"GO:0060351","BP","GO:0060351","cartilage development involved in endochondral bone morphogenesis","5/512","39/29008",0.000589417990217256,0.0104161829303949,0.00779760851100956,"Col9a1/Nppc/Thbs1/Col1a1/Stc1",5
"GO:1903670","BP","GO:1903670","regulation of sprouting angiogenesis","5/512","39/29008",0.000589417990217256,0.0104161829303949,0.00779760851100956,"Thbs1/Ghsr/Adamts9/Itga5/Vegfa",5
"GO:0015844","BP","GO:0015844","monoamine transport","8/512","106/29008",0.00059330032924453,0.0104161829303949,0.00779760851100956,"Crh/Ghsr/Htr1b/Syk/Cartpt/Htr2a/Gdnf/Syt4",8
"GO:0008343","BP","GO:0008343","adult feeding behavior","3/512","10/29008",0.000598083361188436,0.0104161829303949,0.00779760851100956,"Ghsr/Dmbx1/Cartpt",3
"GO:0032224","BP","GO:0032224","positive regulation of synaptic transmission, cholinergic","3/512","10/29008",0.000598083361188436,0.0104161829303949,0.00779760851100956,"Tac1/Tacr2/Htr2c",3
"GO:0030072","BP","GO:0030072","peptide hormone secretion","14/512","285/29008",0.000598201460467759,0.0104161829303949,0.00779760851100956,"Crh/Ghsr/Lepr/Nmu/Trh/Arntl/Irs2/Tacr2/Cartpt/Adcy8/Adcyap1/Mc4r/Apln/Htr2c",14
"GO:0055001","BP","GO:0055001","muscle cell development","12/512","221/29008",0.000605170902266574,0.01044728962583,0.00782089514438527,"Lmod1/Rgs4/Eng/Akap13/Adm/Xirp1/Myocd/Hdac5/Six4/Asb2/Vegfa/Nrap",12
"GO:0002683","BP","GO:0002683","negative regulation of immune system process","19/512","460/29008",0.000605611276025452,0.01044728962583,0.00782089514438527,"Lax1/Cd44/Thbs1/Fbn1/Isg15/Fgl2/Slit2/Lrrc32/Tnfaip3/Kitl/Pawr/Irak3/Irf1/Arg2/Tgfb3/Btn2a2/Cartpt/Dusp1/Adcyap1",19
"GO:0009755","BP","GO:0009755","hormone-mediated signaling pathway","10/512","161/29008",0.00060748776718753,0.01044728962583,0.00782089514438527,"Bdnf/Crh/Ghsr/Heyl/Trh/Akap13/Arntl/Lgr5/Per1/Esr2",10
"GO:0043279","BP","GO:0043279","response to alkaloid","7/512","82/29008",0.000622168159159575,0.0106559046603601,0.00797706544013053,"Bdnf/Crh/Drd4/Htr1b/Hdac5/Htr2a/Adcy8",7
"GO:0003417","BP","GO:0003417","growth plate cartilage development","4/512","23/29008",0.000650660122007558,0.0109641477817322,0.00820781783788821,"Col9a1/Nppc/Thbs1/Stc1",4
"GO:0015812","BP","GO:0015812","gamma-aminobutyric acid transport","4/512","23/29008",0.000650660122007558,0.0109641477817322,0.00820781783788821,"Ntsr1/Trh/Htr1b/Htr2c",4
"GO:0050961","BP","GO:0050961","detection of temperature stimulus involved in sensory perception","4/512","23/29008",0.000650660122007558,0.0109641477817322,0.00820781783788821,"Ntsr1/Tac1/Pawr/Htr2a",4
"GO:0051969","BP","GO:0051969","regulation of transmission of nerve impulse","4/512","23/29008",0.000650660122007558,0.0109641477817322,0.00820781783788821,"Ghsr/Pawr/Glra1/Cartpt",4
"GO:0051932","BP","GO:0051932","synaptic transmission, GABAergic","6/512","60/29008",0.00065612695045632,0.0110118655660922,0.00824353961850004,"Bdnf/Gabrg1/Tac1/Htr1b/Tpbg/Gabre",6
"GO:0051154","BP","GO:0051154","negative regulation of striated muscle cell differentiation","5/512","40/29008",0.000663946106618637,0.0110985231182371,0.00830841191103406,"Rgs4/Bdnf/Bmp2/Myocd/Hdac5",5
"GO:0071901","BP","GO:0071901","negative regulation of protein serine/threonine kinase activity","8/512","108/29008",0.000671711962569549,0.0111836027552914,0.00837210296815558,"Lax1/Bmp2/Trp73/Prkar2a/Tnfaip3/Irak3/Myocd/Dusp1",8
"GO:0045860","BP","GO:0045860","positive regulation of protein kinase activity","16/512","358/29008",0.000700817293667772,0.0115759504752475,0.00866581650418398,"Thbs1/Fbn1/Cd40/Areg/Cd4/Akap13/Drd4/Kitl/Ern1/Syk/Cartpt/Htr2a/Adcy8/Mas1/Vegfa/Adcyap1",16
"GO:0070661","BP","GO:0070661","leukocyte proliferation","16/512","358/29008",0.000700817293667772,0.0115759504752475,0.00866581650418398,"Cd44/Cd40/Il12a/Tac1/Cd4/Lrrc32/Irs2/Kitl/Pawr/Irf1/Arg2/Btn2a2/Syk/Fgf10/Cd6/Elf4",16
"GO:0001654","BP","GO:0001654","eye development","18/512","430/29008",0.00071667914637502,0.0117504526658095,0.00879644974818597,"Cnga3/Prss56/Twist2/Bdnf/Bhlhe23/Grhl3/Epha2/Kdm2b/Aldh1a3/Gnat1/Atoh7/Dio3/Inhba/Fgf10/Zhx2/Vegfa/Tgif1/Rorb",18
"GO:0001754","BP","GO:0001754","eye photoreceptor cell differentiation","6/512","61/29008",0.000717005367260448,0.0117504526658095,0.00879644974818597,"Cnga3/Bhlhe23/Gnat1/Dio3/Vegfa/Rorb",6
"GO:0030879","BP","GO:0030879","mammary gland development","10/512","165/29008",0.00073480399212564,0.0119323058507237,0.00893258598464777,"Irf6/Epha2/Slit2/Areg/Irs2/Atp2c2/Mst1/Tgfb3/Fgf10/Vegfa",10
"GO:0046887","BP","GO:0046887","positive regulation of hormone secretion","10/512","165/29008",0.00073480399212564,0.0119323058507237,0.00893258598464777,"Crh/Lepr/Nmu/Tac1/Trh/Irs2/Adcy8/Adcyap1/Galr1/Apln",10
"GO:0033673","BP","GO:0033673","negative regulation of kinase activity","12/512","226/29008",0.000736667841466072,0.0119323058507237,0.00893258598464777,"Lax1/Bmp2/Trib3/Trp73/Gprc5a/Irs2/Prkar2a/Tnfaip3/Gadd45b/Irak3/Myocd/Dusp1",12
"GO:0060603","BP","GO:0060603","mammary gland duct morphogenesis","5/512","41/29008",0.000745305795505217,0.0120256097274761,0.00900243375021949,"Epha2/Slit2/Areg/Mst1/Fgf10",5
"GO:0051348","BP","GO:0051348","negative regulation of transferase activity","13/512","259/29008",0.000760520233714352,0.0122239002180472,0.00915087503886257,"Lax1/Bmp2/Trib3/Trp73/Gprc5a/Zfp36/Irs2/Prkar2a/Tnfaip3/Gadd45b/Irak3/Myocd/Dusp1",13
"GO:0150063","BP","GO:0150063","visual system development","18/512","433/29008",0.000776013744929766,0.0123526345317851,0.00924724621313718,"Cnga3/Prss56/Twist2/Bdnf/Bhlhe23/Grhl3/Epha2/Kdm2b/Aldh1a3/Gnat1/Atoh7/Dio3/Inhba/Fgf10/Zhx2/Vegfa/Tgif1/Rorb",18
"GO:0010171","BP","GO:0010171","body morphogenesis","6/512","62/29008",0.000782160173699738,0.0123526345317851,0.00924724621313718,"Twist2/Tiparp/Csrnp1/Arid5b/Col1a1/Tgfb3",6
"GO:0046850","BP","GO:0046850","regulation of bone remodeling","6/512","62/29008",0.000782160173699738,0.0123526345317851,0.00924724621313718,"Suco/Lepr/Syk/Cartpt/Vegfa/Mc4r",6
"GO:0002790","BP","GO:0002790","peptide secretion","14/512","293/29008",0.000783308961694914,0.0123526345317851,0.00924724621313718,"Crh/Ghsr/Lepr/Nmu/Trh/Arntl/Irs2/Tacr2/Cartpt/Adcy8/Adcyap1/Mc4r/Apln/Htr2c",14
"GO:0030336","BP","GO:0030336","negative regulation of cell migration","14/512","293/29008",0.000783308961694914,0.0123526345317851,0.00924724621313718,"Tmeff2/Eng/Thbs1/Slit2/Cldn3/Adamts9/Acan/Drd4/Muc2/Myocd/Hdac5/Stc1/Cldn5/Dusp1",14
"GO:0006816","BP","GO:0006816","calcium ion transport","18/512","434/29008",0.000796706045735376,0.0125166712974742,0.00937004498585492,"Ptgs2/Rgs4/Ntsr1/Crh/Ngf/Clca1/Hrh1/Cd4/Drd4/Rrad/Atp2c2/Cdh23/Pawr/Trpv3/Stc1/Htr2a/Mchr1/Htr2c",18
"GO:0032102","BP","GO:0032102","negative regulation of response to external stimulus","17/512","398/29008",0.000799772807692138,0.0125177923720803,0.00937088422811367,"Tnfaip6/Cd44/Thbs1/Ghsr/Isg15/Fgl2/Slit2/Cldn3/Zfp36/Tnfaip3/Irak3/Arg2/Cartpt/Gp5/Dusp1/Ier3/Adcyap1",17
"GO:0038180","BP","GO:0038180","nerve growth factor signaling pathway","3/512","11/29008",0.000811606957348473,0.0126085705381385,0.00943884123357332,"Bdnf/Ngf/Ntf5",3
"GO:0071372","BP","GO:0071372","cellular response to follicle-stimulating hormone stimulus","3/512","11/29008",0.000811606957348473,0.0126085705381385,0.00943884123357332,"Epha8/Inhba/Epha3",3
"GO:0050920","BP","GO:0050920","regulation of chemotaxis","12/512","229/29008",0.000826462185834977,0.0127182399803777,0.00952094034626331,"Scg2/Prss56/Thbs1/Il12a/Slit2/Tpbg/Mst1/Fgf10/Fezf2/Smoc2/Dusp1/Vegfa",12
"GO:0120192","BP","GO:0120192","tight junction assembly","7/512","86/29008",0.000827911164998685,0.0127182399803777,0.00952094034626331,"Epha2/Cldn3/Cldn23/Ocln/Cldn5/Cldn1/Mpp7",7
"GO:0007616","BP","GO:0007616","long-term memory","5/512","42/29008",0.000833883166935512,0.0127182399803777,0.00952094034626331,"Lrrn4/Tac1/Ntf5/Adcy8/Ptchd1",5
"GO:0010092","BP","GO:0010092","specification of animal organ identity","5/512","42/29008",0.000833883166935512,0.0127182399803777,0.00952094034626331,"Bmp2/Mesp1/Fgf3/Fgf10/Gdnf",5
"GO:1900744","BP","GO:1900744","regulation of p38MAPK cascade","5/512","42/29008",0.000833883166935512,0.0127182399803777,0.00952094034626331,"Bmp2/Gadd45b/Per1/Dusp1/Vegfa",5
"GO:2001236","BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","10/512","168/29008",0.000844071174409419,0.012826812501298,0.0096022182979705,"Scg2/Atf3/Thbs1/Tnfaip3/Inhba/Fgf10/Gdnf/Vegfa/Pmaip1/Itprip",10
"GO:0060393","BP","GO:0060393","regulation of pathway-restricted SMAD protein phosphorylation","6/512","63/29008",0.000851791445419414,0.01289723351597,0.009654935834426,"Eng/Bmp2/Gdf5/Tgfb3/Inhba/Gdf10",6
"GO:0090276","BP","GO:0090276","regulation of peptide hormone secretion","12/512","230/29008",0.000858351316114617,0.0129061498156921,0.00966161062259594,"Crh/Ghsr/Lepr/Nmu/Trh/Arntl/Irs2/Cartpt/Adcy8/Adcyap1/Apln/Htr2c",12
"GO:0046651","BP","GO:0046651","lymphocyte proliferation","15/512","330/29008",0.000858780569520306,0.0129061498156921,0.00966161062259594,"Cd44/Cd40/Il12a/Tac1/Cd4/Lrrc32/Irs2/Pawr/Irf1/Arg2/Btn2a2/Syk/Fgf10/Cd6/Elf4",15
"GO:0048880","BP","GO:0048880","sensory system development","18/512","437/29008",0.000861645321507084,0.0129061498156921,0.00966161062259594,"Cnga3/Prss56/Twist2/Bdnf/Bhlhe23/Grhl3/Epha2/Kdm2b/Aldh1a3/Gnat1/Atoh7/Dio3/Inhba/Fgf10/Zhx2/Vegfa/Tgif1/Rorb",18
"GO:0042471","BP","GO:0042471","ear morphogenesis","9/512","140/29008",0.000882073809370068,0.0131430958879109,0.00983898967994637,"Gbx2/Nr4a3/Grhl3/Aldh1a3/Fgf3/Cdh23/Six4/Fgf10/Pou4f3",9
"GO:0015908","BP","GO:0015908","fatty acid transport","7/512","87/29008",0.000886899507152635,0.0131430958879109,0.00983898967994637,"Thbs1/Slc27a2/Ntsr1/P2ry2/Drd4/Irs2/Syk",7
"GO:0021675","BP","GO:0021675","nerve development","7/512","87/29008",0.000886899507152635,0.0131430958879109,0.00983898967994637,"Bdnf/Ngf/Ntf5/Atoh7/Egr2/Six4/Pou4f3",7
"GO:2001233","BP","GO:2001233","regulation of apoptotic signaling pathway","17/512","402/29008",0.000892305449259171,0.0131764822348201,0.00986398287222711,"Scg2/Ptgs2/Atf3/Nr4a2/Cd44/Bdnf/Thbs1/Rnf183/Trp73/Tnfaip3/Inhba/Fgf10/Gdnf/Ier3/Vegfa/Pmaip1/Itprip",17
"GO:1903522","BP","GO:1903522","regulation of blood circulation","13/512","264/29008",0.000906393297128071,0.0133373858756979,0.00998443617147749,"Ptgs2/Rgs4/Nmu/Tac1/Chrm2/Hrh1/Adm/Kcnj5/Kcnj2/Stc1/Htr2a/Apln/Htr2c",13
"GO:0045776","BP","GO:0045776","negative regulation of blood pressure","6/512","64/29008",0.000926103223044908,0.0134957159732422,0.0101029629028541,"Ntsr1/Crh/Tac1/Adm2/Ier3/Apln",6
"GO:0048008","BP","GO:0048008","platelet-derived growth factor receptor signaling pathway","6/512","64/29008",0.000926103223044908,0.0134957159732422,0.0101029629028541,"Tiparp/Nr4a3/Csrnp1/Arid5b/Myocd/Vegfa",6
"GO:0032924","BP","GO:0032924","activin receptor signaling pathway","5/512","43/29008",0.000930070878270818,0.0134957159732422,0.0101029629028541,"Hjv/Inhba/Fst/Fgf10/Tgif1",5
"GO:0046633","BP","GO:0046633","alpha-beta T cell proliferation","5/512","43/29008",0.000930070878270818,0.0134957159732422,0.0101029629028541,"Cd44/Irf1/Arg2/Syk/Elf4",5
"GO:0051937","BP","GO:0051937","catecholamine transport","7/512","88/29008",0.000949151041906637,0.0137249211215496,0.0102745470644565,"Crh/Ghsr/Htr1b/Cartpt/Htr2a/Gdnf/Syt4",7
"GO:0035296","BP","GO:0035296","regulation of tube diameter","10/512","171/29008",0.000966347005986677,0.0138714748239866,0.0103842579254387,"Ptgs2/Hrh1/P2ry2/Adm/Htr1b/Esr2/Htr2a/Adcyap1/Apln/Htr2c",10
"GO:0097746","BP","GO:0097746","blood vessel diameter maintenance","10/512","171/29008",0.000966347005986677,0.0138714748239866,0.0103842579254387,"Ptgs2/Hrh1/P2ry2/Adm/Htr1b/Esr2/Htr2a/Adcyap1/Apln/Htr2c",10
"GO:0032943","BP","GO:0032943","mononuclear cell proliferation","15/512","334/29008",0.000969243993444384,0.0138714748239866,0.0103842579254387,"Cd44/Cd40/Il12a/Tac1/Cd4/Lrrc32/Irs2/Pawr/Irf1/Arg2/Btn2a2/Syk/Fgf10/Cd6/Elf4",15
"GO:0010959","BP","GO:0010959","regulation of metal ion transport","18/512","443/29008",0.00100521020534352,0.0142412300980186,0.0106610586393902,"Ptgs2/Rgs4/Ntsr1/Crh/Ngf/Cd4/Drd4/Rrad/Atp2c2/Pawr/Per1/Trpv3/Kcnj2/Stc1/Htr2a/Mchr1/Sik1/Adcyap1",18
"GO:0015909","BP","GO:0015909","long-chain fatty acid transport","6/512","65/29008",0.00100530339289674,0.0142412300980186,0.0106610586393902,"Thbs1/Slc27a2/Ntsr1/Drd4/Irs2/Syk",6
"GO:0060986","BP","GO:0060986","endocrine hormone secretion","6/512","65/29008",0.00100530339289674,0.0142412300980186,0.0106610586393902,"Crh/Tac1/Tacr2/Inhba/Galr1/Apln",6
"GO:0035150","BP","GO:0035150","regulation of tube size","10/512","172/29008",0.00101019198831767,0.0142621362134444,0.0106767090657188,"Ptgs2/Hrh1/P2ry2/Adm/Htr1b/Esr2/Htr2a/Adcyap1/Apln/Htr2c",10
"GO:0001942","BP","GO:0001942","hair follicle development","8/512","115/29008",0.0010143277889591,0.0142723091921215,0.0106843246102656,"Ptgs2/Lncpint/Barx2/Edar/Lgr5/Inhba/Fst/Fgf10",8
"GO:0006469","BP","GO:0006469","negative regulation of protein kinase activity","11/512","203/29008",0.00102603786520123,0.0143886316734092,0.0107714042224587,"Lax1/Bmp2/Trib3/Trp73/Gprc5a/Prkar2a/Tnfaip3/Gadd45b/Irak3/Myocd/Dusp1",11
"GO:0002791","BP","GO:0002791","regulation of peptide secretion","12/512","235/29008",0.00103360510802546,0.0144073484261873,0.0107854156805654,"Crh/Ghsr/Lepr/Nmu/Trh/Arntl/Irs2/Cartpt/Adcy8/Adcyap1/Apln/Htr2c",12
"GO:0031128","BP","GO:0031128","developmental induction","5/512","44/29008",0.00103426765442838,0.0144073484261873,0.0107854156805654,"Bmp2/Mesp1/Fgf3/Fgf10/Gdnf",5
"GO:0032354","BP","GO:0032354","response to follicle-stimulating hormone","3/512","12/29008",0.00106799923655543,0.0144645338990705,0.0108282250218606,"Epha8/Inhba/Epha3",3
"GO:0060013","BP","GO:0060013","righting reflex","3/512","12/29008",0.00106799923655543,0.0144645338990705,0.0108282250218606,"Aldh1a3/Cdh23/Glra1",3
"GO:0060872","BP","GO:0060872","semicircular canal development","3/512","12/29008",0.00106799923655543,0.0144645338990705,0.0108282250218606,"Nr4a3/Fgf3/Fgf10",3
