"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name","refseq","ensembl"
"Vip",535.379952345096,-0.347673789003797,0.12011693417398,-2.89446106325207,0.00379810011333581,0.0392182610187629,"Vip","22353","vasoactive intestinal polypeptide","NM_001313969","ENSMUSG00000019772"
"Cnksr3",294.050060056666,0.281298362535849,0.0935070536515598,3.00831168934127,0.00262703552620073,0.0303444866289118,"Cnksr3","215748","Cnksr family member 3","NM_172546","ENSMUSG00000015202"
"Lrp11",4206.49625685101,-0.193945343444188,0.0676884632877644,-2.86526438958537,0.00416661204328888,0.0417816631550853,"Lrp11","237253","low density lipoprotein receptor-related protein 11","NM_001359742","ENSMUSG00000019796"
"Sash1",4299.80531348348,-0.238964613164522,0.070384524653947,-3.39513002807672,0.000685960141392335,0.0111211682750827,"Sash1","70097","SAM and SH3 domain containing 1","NM_175155","ENSMUSG00000015305"
"Stx11",18.3497271330899,0.759574551989898,0.300644970196247,2.52648348480296,0.011521080515745,0.08272231424767,"Stx11","74732","syntaxin 11","NM_001163590","ENSMUSG00000039232"
"Adat2",292.001496643614,0.249459711849045,0.0827402640316429,3.0149736016511,0.00257001623149083,0.0298806545969725,"Adat2","66757","adenosine deaminase, tRNA-specific 2","NM_025748","ENSMUSG00000019808"
"Adgrg6",241.047195865458,0.631554566685389,0.157421932359864,4.01185881292363,6.02425268226229e-05,0.00178203227507522,"Adgrg6","215798","adhesion G protein-coupled receptor G6","NM_001002268","ENSMUSG00000039116"
"Abracl",207.81142179302,0.592164379819327,0.187788896472865,3.15335140118304,0.00161407381367913,0.0211693367169359,"Abracl","73112","ABRA C-terminal like","NM_001359559","ENSMUSG00000078453"
"Ccdc28a",228.365503731701,0.27466335230032,0.101982143835921,2.69324944514039,0.00707593071376784,0.0595905020519261,"Ccdc28a","215814","coiled-coil domain containing 28A","NM_001346751","ENSMUSG00000059554"
"Ifngr1",475.736712169178,-0.28253669411526,0.075088990515628,-3.76269133697378,0.000168094614434809,0.00382784809115979,"Ifngr1","15979","interferon gamma receptor 1","NM_010511","ENSMUSG00000020009"
"H60b",37.6434599421558,0.697625289192629,0.251428113430584,2.77465109081858,0.00552609584920383,0.0503687717860302,"H60b","667281","histocompatibility 60b","NM_001177775","ENSMUSG00000075297"
"Slc18b1",603.219148563798,-0.348838347563676,0.0978226858388992,-3.56602708842166,0.000362433925833104,0.00684644640920765,"Slc18b1","76306","solute carrier family 18, subfamily B, member 1","NM_001358812","ENSMUSG00000037455"
"Vnn3",40.0538778784828,-0.881947732348745,0.281962845812479,-3.12788633483749,0.00176068257086205,0.0225415711510872,"Vnn3","26464","vanin 3","NM_011979","ENSMUSG00000020010"
"Gm36543",38.4371767646498,0.681142949106594,0.259894180112412,2.62084725718744,0.00877115503481575,0.0692377684379027,"Gm36543","102640498","predicted gene, 36543","XR_380209",NA
"Tmem200a",735.974202270485,0.521896079858028,0.147588289594968,3.53616185464501,0.0004059858738291,0.00748560218353572,"Tmem200a","77220","transmembrane protein 200A","NM_001358814","ENSMUSG00000049420"
"Ptprk",9369.37492021612,0.201681023969625,0.0554035271677407,3.6402199332727,0.000272405262274468,0.00555437151005902,"Ptprk","19272","protein tyrosine phosphatase, receptor type, K","NM_001359355","ENSMUSG00000019889"
"Gm25596",8.65508488994459,1.37959683257974,0.507149374182273,2.72029682537654,0.00652233397893481,0.0565407220023218,"Gm25596","115487571","predicted gene, 25596","XR_004936653","ENSMUSG00000119317"
"Rspo3",998.359404768065,0.844795412436003,0.172949379978697,4.88463972834166,1.03618139995699e-06,6.44019952199066e-05,"Rspo3","72780","R-spondin 3","NM_028351","ENSMUSG00000019880"
"Hddc2",795.54167647067,-0.324713302785603,0.0906532046249616,-3.58192856092582,0.000341067069939083,0.00652631470005465,"Hddc2","69692","HD domain containing 2","NM_027168","ENSMUSG00000000295"
"Clvs2",640.690724723587,0.243261848416231,0.0989404147739452,2.45867019025567,0.0139452661893836,0.0933847965267152,"Clvs2","215890","clavesin 2","NM_001359139","ENSMUSG00000019785"
"Rsph4a",80.1922988708307,-0.896576690941936,0.237146279198076,-3.78069052558514,0.00015639398209641,0.00364145199575071,"Rsph4a","212892","radial spoke head 4 homolog A (Chlamydomonas)","NM_001162957","ENSMUSG00000039552"
"Rwdd1",2889.01442515141,0.187992940727698,0.0535696059773662,3.50932095351098,0.000449252421848178,0.00801641859287801,"Rwdd1","66521","RWD domain containing 1","NM_025614","ENSMUSG00000019782"
"Tspyl1",7350.37529374565,-0.161568473926646,0.0482133990075434,-3.3511114597286,0.000804878992628659,0.0124992558022675,"Tspyl1","22110","testis-specific protein, Y-encoded-like 1","NM_009433","ENSMUSG00000047514"
"Tspyl4",18162.6850733166,-0.133711178356229,0.0547938342348358,-2.44025956977511,0.0146767119986079,0.0965676419990101,"Tspyl4","72480","TSPY-like 4","NM_030203","ENSMUSG00000039485"
"Hs3st5",153.421463338436,0.540717088109314,0.13772980774916,3.92592639854762,8.63965728099792e-05,0.00233719217346568,"Hs3st5","319415","heparan sulfate (glucosamine) 3-O-sulfotransferase 5","NM_001081208","ENSMUSG00000044499"
"Ccn6",74.8458751983692,0.497048777260617,0.159093649988698,3.12425277373376,0.00178257249641786,0.022706974884276,"Ccn6","327743","cellular communication network factor 6","NM_001127376","ENSMUSG00000062074"
"Gm51797",39.3328988588541,-0.746833081208767,0.190542579538264,-3.91950756108448,8.87300777300913e-05,0.00238407481385731,"Gm51797","115487446","predicted gene, 51797","XR_003948996",NA
"Smpd2",309.520430072015,-0.452021074893641,0.137136605313081,-3.29613726299905,0.000980241091043961,0.014437981622783,"Smpd2","20598","sphingomyelin phosphodiesterase 2, neutral","NM_009213","ENSMUSG00000019822"
"Cep57l1",128.656990938444,0.4650746528357,0.133893522815375,3.47346640118648,0.000513781686004691,0.00892341146031447,"Cep57l1","103268","centrosomal protein 57-like 1","NM_001243074","ENSMUSG00000019813"
"Sesn1",1027.68667458153,-0.289408802120366,0.0990380013246148,-2.92219954209069,0.00347568785953517,0.0368725875673456,"Sesn1","140742","sestrin 1","NM_001013370","ENSMUSG00000038332"
"Nr2e1",410.683489499678,-0.37395381588683,0.084524437113906,-4.42420947900411,9.67960642455045e-06,0.000412290736145696,"Nr2e1","21907","nuclear receptor subfamily 2, group E, member 1","NM_152229","ENSMUSG00000019803"
"Sobp",7165.91899749682,-0.252780205198448,0.0604120752931282,-4.18426620790499,2.8608870331969e-05,0.00100779438054107,"Sobp","109205","sine oculis binding protein","NM_175407","ENSMUSG00000038248"
"Sim1",28.1114201140983,1.25723558462042,0.426579285451612,2.94724949733414,0.0032061440360773,0.0349732261509842,"Sim1","20464","single-minded family bHLH transcription factor 1","NM_011376","ENSMUSG00000019913"
"Man1a",1038.85748281308,0.529044504246601,0.201248922684076,2.62880664000921,0.00856850658977417,0.0682668022770722,"Man1a","17155","mannosidase 1, alpha","NM_008548","ENSMUSG00000003746"
"Gja1",2764.85478760422,-0.377383661371717,0.0856605986601442,-4.40556880613192,1.05506654489985e-05,0.000444055204491223,"Gja1","14609","gap junction protein, alpha 1","NM_010288","ENSMUSG00000050953"
"Edar",39.353128407502,0.504953067138096,0.186469801393912,2.70796162897925,0.00676978489153124,0.0577812227808488,"Edar","13608","ectodysplasin-A receptor","NM_010100","ENSMUSG00000003227"
"P4ha1",2505.57718602107,0.413105449461083,0.0910461009580886,4.53732169872105,5.69731638065357e-06,0.000264962595666143,"P4ha1","18451","procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide","NM_001316370","ENSMUSG00000019916"
"Gm51801",72.4416973312886,0.493081022952882,0.153524379666209,3.21174411533161,0.00131931829062727,0.018206386909365,"Gm51801","115487452","predicted gene, 51801","XR_003949003",NA
"Cdh23",126.151818639839,-1.11934655953803,0.161890378986545,-6.91422533287823,4.70426914983665e-12,1.77350946948842e-09,"Cdh23","22295","cadherin 23 (otocadherin)","NM_001252635","ENSMUSG00000012819"
"Gm51803",8.79669653570426,-2.44068637564487,0.465268725241165,-5.24575636236838,1.55642470484119e-07,1.3070279310465e-05,"Gm51803","115487454","predicted gene, 51803","NR_165484",NA
"Slc29a3",665.028038941727,-0.312953227798459,0.0864070569317932,-3.62184801694488,0.000292505961915636,0.00583817414214888,"Slc29a3","71279","solute carrier family 29 (nucleoside transporters), member 3","NM_023596","ENSMUSG00000020100"
"Tbata",99.4253403880482,-0.475344224875567,0.161409725108428,-2.94495405748477,0.00323002620837296,0.0351121683350677,"Tbata","65971","thymus, brain and testes associated","NM_001017407","ENSMUSG00000020096"
"Ctnna3",55.9361456781023,0.893232857581407,0.250990518574199,3.55883107718807,0.000372509010814595,0.00700688658452633,"Ctnna3","216033","catenin (cadherin associated protein), alpha 3","NM_001164376","ENSMUSG00000060843"
"Gm32255",17.5596313727738,0.981069221772265,0.309407514529518,3.17079959503915,0.00152019981139028,0.0202834491400786,"Gm32255","102634748","predicted gene, 32255","XR_003953569",NA
"Egr2",208.80504918242,1.0629871634032,0.227547260199278,4.67150060375272,2.99007220264156e-06,0.000157681813567279,"Egr2","13654","early growth response 2","NM_001347458","ENSMUSG00000037868"
"Arid5b",1288.51593044074,0.33888860386534,0.106403106441102,3.18495028200072,0.0014477887949076,0.0195677876864742,"Arid5b","71371","AT rich interactive domain 5B (MRF1-like)","NM_023598","ENSMUSG00000019947"
"Rhobtb1",238.750875458206,0.455945008336613,0.115017846851394,3.96412401047384,7.36659526607965e-05,0.00205233807420857,"Rhobtb1","69288","Rho-related BTB domain containing 1","NM_001081347","ENSMUSG00000019944"
"Cdk1",75.3429975075469,0.811878923494106,0.154412904491505,5.25784374154279,1.45754281723758e-07,1.23944224408623e-05,"Cdk1","12534","cyclin-dependent kinase 1","NM_007659","ENSMUSG00000019942"
"Gm33464",7.49389121651102,1.46340335292476,0.568759996639566,2.57297166040343,0.0100829463597181,0.0754786573902911,"Gm33464","102636382","predicted gene, 33464","XR_380550",NA
"Gm33361",34.0706152809692,0.825924802518071,0.233984069956729,3.52983347400877,0.000415821304277376,0.00757908274928434,"Gm33361","102636238","predicted gene, 33361","XR_380548",NA
"Slc16a9",324.888094647082,-0.310566995418198,0.0985521546067703,-3.15129584591408,0.00162547753120831,0.0212716664516101,"Slc16a9","66859","solute carrier family 16 (monocarboxylic acid transporters), member 9","NM_025807","ENSMUSG00000037762"
"Pcdh15",1659.04721454715,0.474839064602408,0.194050056395752,2.44699266478957,0.0144053770752144,0.0955272741001959,"Pcdh15","11994","protocadherin 15","NM_001142735","ENSMUSG00000052613"
"Rab36",2305.2612518518,-0.494285750313916,0.0696591237954931,-7.0957790362832,1.28624848323899e-12,5.84385560884914e-10,"Rab36","76877","RAB36, member RAS oncogene family","NM_001359270","ENSMUSG00000020175"
"Adora2a",197.484509026143,-0.465472391139444,0.147071943304906,-3.16492990219376,0.00155120317402143,0.0206030616277514,"Adora2a","11540","adenosine A2a receptor","NM_001331095","ENSMUSG00000020178"
"Lrrc75b",893.202895548744,-0.348443688444401,0.0756913876943029,-4.60347866591733,4.15491776564249e-06,0.000207383064477238,"Lrrc75b","192734","leucine rich repeat containing 75B","NM_198860","ENSMUSG00000046807"
"Susd2",77.8809169784022,-0.566385550060157,0.197756745429041,-2.86405173604249,0.00418259690975164,0.0418835342919416,"Susd2","71733","sushi domain containing 2","NM_001162913","ENSMUSG00000006342"
"S100b",986.213198701425,-0.253426704126374,0.0973991647218327,-2.60193919373075,0.00926982864363811,0.0713209265030932,"S100b","20203","S100 protein, beta polypeptide, neural","NM_009115","ENSMUSG00000033208"
"Ybey",217.817540575942,-0.323779984079674,0.133625437421347,-2.42304152807921,0.0153911671209611,0.0999505327863087,"Ybey","216119","ybeY metallopeptidase","NM_172550","ENSMUSG00000033126"
"Mcm3ap",4231.51553899026,-0.195898052222872,0.0762665352457838,-2.56859776822891,0.0102110903613283,0.076021138702679,"Mcm3ap","54387","minichromosome maintenance complex component 3 associated protein","NM_019434","ENSMUSG00000001150"
"Col18a1",648.253427939023,0.581904707839686,0.150371912455864,3.86976994796474,0.000108938099750477,0.00276543580154542,"Col18a1","12822","collagen, type XVIII, alpha 1","NM_001109991","ENSMUSG00000001435"
"Fam207a",2571.95635497735,-0.29260146740352,0.113885881563306,-2.56925145932924,0.010191847179108,0.0759736391109023,"Fam207a","108707","family with sequence similarity 207, member A","NM_133998","ENSMUSG00000032977"
"Pfkl",3440.80383907677,0.246711019973041,0.0826077169243177,2.98653720449712,0.00282156503384305,0.0318441470284491,"Pfkl","18641","phosphofructokinase, liver, B-type","NM_001358793","ENSMUSG00000020277"
"Icosl",90.4822573634874,-1.33520399088371,0.259553436476767,-5.14423545689877,2.68612468376767e-07,2.07840363631787e-05,"Icosl","50723","icos ligand","NM_015790","ENSMUSG00000000732"
"Syde1",497.372694000684,0.416475354656326,0.121600495648951,3.42494783786615,0.000614917469348679,0.0102403408264936,"Syde1","71709","synapse defective 1, Rho GTPase, homolog 1 (C. elegans)","NM_027875","ENSMUSG00000032714"
"Plpp2",35.9828945067939,0.60156216045249,0.222171866675613,2.70764327389307,0.00677628149176506,0.0577851465184373,"Plpp2","50784","phospholipid phosphatase 2","NM_001302389","ENSMUSG00000052151"
"Plppr3",2275.20636191935,-0.256017574878514,0.0809660701284321,-3.16203533742477,0.00156670550950413,0.0207013086673406,"Plppr3","216152","phospholipid phosphatase related 3","NM_001170935","ENSMUSG00000035835"
"Prtn3",85.8046622954525,-0.457104978588798,0.161036649535841,-2.83851520698127,0.00453239596482671,0.0442720640026265,"Prtn3","19152","proteinase 3","NM_011178","ENSMUSG00000057729"
"Kiss1r",228.587301360126,-0.32075545339695,0.125612523467251,-2.55353084663232,0.0106636832550446,0.0783373978425102,"Kiss1r","114229","KISS1 receptor","NM_001359010","ENSMUSG00000035773"
"Abca7",501.107687743157,0.412546897646093,0.0783814641250798,5.263322167442,1.41475347924198e-07,1.21689402420819e-05,"Abca7","27403","ATP-binding cassette, sub-family A (ABC1), member 7","NM_001347081","ENSMUSG00000035722"
"Arhgap45",15.4417733099595,-0.911053747488991,0.351104516755515,-2.59482206582773,0.00946398996683552,0.0724853018217377,"Arhgap45","70719","Rho GTPase activating protein 45","NM_001142701","ENSMUSG00000035697"
"Efna2",641.089749527751,-0.276001162770404,0.0863956890271183,-3.19461729952488,0.00140016373121611,0.0190402925198913,"Efna2","13637","ephrin A2","NM_007909","ENSMUSG00000003070"
"Dazap1",2104.24603903158,0.316961168068287,0.0837756326236837,3.78345299392798,0.000154667545754831,0.00361074340346489,"Dazap1","70248","DAZ associated protein 1","NM_001122604","ENSMUSG00000069565"
"Reep6",1053.82507450664,-0.295066114415421,0.105360356666109,-2.80054209906005,0.00510168525340497,0.0478076646563936,"Reep6","70335","receptor accessory protein 6","NM_001204931","ENSMUSG00000035504"
"Mknk2",1848.84115504608,-0.386326167541294,0.0994928150199007,-3.88295544219972,0.000103194483839592,0.00264234546120481,"Mknk2","17347","MAP kinase-interacting serine/threonine kinase 2","NM_021462","ENSMUSG00000020190"
"Zfr2",2591.78112038107,-0.284239192748049,0.0845791686289409,-3.36062883279263,0.000777652532241049,0.0122156251939531,"Zfr2","103406","zinc finger RNA binding protein 2","NM_001034895","ENSMUSG00000034949"
"Tjp3",18.3095233046907,-0.73531894076123,0.295939815393165,-2.48469081385462,0.0129663997170857,0.0892586000726654,"Tjp3","27375","tight junction protein 3","NM_001282095","ENSMUSG00000034917"
"Glt8d2",398.026255613309,-0.931152418391328,0.0963262236862785,-9.66665548339117,4.17809277925625e-22,1.64685014368644e-18,"Glt8d2","74782","glycosyltransferase 8 domain containing 2","NM_029102","ENSMUSG00000020251"
"Txnrd1",5279.0081362164,0.19296112662742,0.0564611319253462,3.41759224527337,0.000631776806408697,0.0104425869708542,"Txnrd1","50493","thioredoxin reductase 1","NM_001042513","ENSMUSG00000020250"
"Gm38560",12.2632802349898,0.963840579991273,0.360058311431352,2.67690135011655,0.00743065098362098,0.0615826495691208,"Gm38560","102641476","predicted gene, 38560","NR_156010",NA
"Chst11",6812.93170230312,-0.130107754383397,0.0529608244618931,-2.45667917192289,0.0140227856161322,0.0938329827538695,"Chst11","58250","carbohydrate sulfotransferase 11","NM_021439","ENSMUSG00000034612"
"Aldh1l2",1811.91016353372,0.552542472597043,0.156648044593271,3.52728611475292,0.000419842813045717,0.00762994338908417,"Aldh1l2","216188","aldehyde dehydrogenase 1 family, member L2","NM_153543","ENSMUSG00000020256"
"Appl2",2930.45197467127,0.185263430145632,0.0681861179608438,2.71702563052527,0.00658715063807576,0.0567824281676455,"Appl2","216190","adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2","NM_145220","ENSMUSG00000020263"
"Ckap4",4558.76009316398,0.259247458850341,0.08101064918085,3.20016518163669,0.00137348846877567,0.0188485555590864,"Ckap4","216197","cytoskeleton-associated protein 4","NM_175451","ENSMUSG00000046841"
"Tcp11l2",490.247946585401,-0.279186323778846,0.0821342772752275,-3.39914507122657,0.000675968515462282,0.0110391577193329,"Tcp11l2","216198","t-complex 11 (mouse) like 2","NM_146008","ENSMUSG00000020034"
"Rfx4",963.16436800951,0.244229272735727,0.0757661095185003,3.22346329101261,0.00126650530505378,0.0176914591026815,"Rfx4","71137","regulatory factor X, 4 (influences HLA class II expression)","NM_001024918","ENSMUSG00000020037"
"Fhl4",28.5999819818898,0.802729164406304,0.24255155970397,3.30951969711521,0.000934561900752276,0.0139804718203815,"Fhl4","14202","four and a half LIM domains 4","NM_010214","ENSMUSG00000050035"
"Cry1",1286.64362255724,-0.446570829310914,0.103747397708222,-4.30440511449591,1.67435033506745e-05,0.000652039859056268,"Cry1","12952","cryptochrome 1 (photolyase-like)","NM_007771","ENSMUSG00000020038"
"Pah",11.2883934468538,1.77998356779878,0.420410510369007,4.23391785861024,2.2965485671449e-05,0.000853093166902318,"Pah","18478","phenylalanine hydroxylase","NM_008777","ENSMUSG00000020051"
"Mybpc1",679.810251828951,-0.588132763251457,0.16836552433646,-3.49318998393126,0.000477286814393748,0.0084066054316529,"Mybpc1","109272","myosin binding protein C, slow-type","NM_001252372","ENSMUSG00000020061"
"Rmst",30.1719748963916,0.752999845070903,0.251017184751095,2.99979400142491,0.00270162253648123,0.0309437942623858,"Rmst","110333","rhabdomyosarcoma 2 associated transcript (non-coding RNA)","NR_028262","ENSMUSG00000112117"
"Elk3",225.150270677111,0.352128833525934,0.100411967507639,3.50684128860583,0.000453459522290027,0.00806711774644276,"Elk3","13713","ELK3, member of ETS oncogene family","NM_001282967","ENSMUSG00000008398"
"Ntn4",538.281738201901,-0.268363416097573,0.082599693877366,-3.2489638096723,0.00115826213227524,0.0163923695860902,"Ntn4","57764","netrin 4","NM_021320","ENSMUSG00000020019"
"Vezt",2822.58934497518,0.245152746873559,0.0866608529613937,2.82887530524044,0.00467118952616196,0.0452535851361749,"Vezt","215008","vezatin, adherens junctions transmembrane protein","NM_001304572","ENSMUSG00000036099"
"Fgd6",469.953056091601,-0.352705982723913,0.0782112190037717,-4.50965970376838,6.49316977477574e-06,0.000297293217672484,"Fgd6","13998","FYVE, RhoGEF and PH domain containing 6","NM_053072","ENSMUSG00000020021"
"Socs2",853.785001192111,0.455987788261348,0.110402191192229,4.13024219299595,3.62381267508718e-05,0.0011912863968436,"Socs2","216233","suppressor of cytokine signaling 2","NM_001168655","ENSMUSG00000020027"
"Gm34983",14.1224485028795,1.12525655305797,0.376857191960905,2.98589645378111,0.00282748365666372,0.0318906320257316,"Gm34983","102638407","predicted gene, 34983","XR_380739",NA
"Nts",161.990729327405,0.500782197851673,0.181064566121874,2.76576587334375,0.00567892907524932,0.0510729855395791,"Nts","67405","neurotensin","NM_024435","ENSMUSG00000019890"
"Gm47340",97.5610203677369,1.17361703016626,0.35261325637717,3.32834063649301,0.00087364972648795,0.013322030553907,"Gm47340","115487471","predicted gene, 47340","XR_003949035",NA
"Trhde",650.609363051818,0.551059049914222,0.155774723995378,3.53753828464863,0.000403875629322609,0.00746222343687936,"Trhde","237553","TRH-degrading enzyme","NM_146241","ENSMUSG00000050663"
"Tph2",61.8547069574379,-0.577341454380129,0.154245255102176,-3.74300949483135,0.00018182935547274,0.00406797266366348,"Tph2","216343","tryptophan hydroxylase 2","NM_173391","ENSMUSG00000006764"
"Kcnmb4os2",205.66084661641,-0.53361436174994,0.141185621982206,-3.77952339804965,0.00015712882832935,0.00365376077318603,"Kcnmb4os2","100504412","potassium large conductance calcium-activated channel, subfamily M, beta member 4, opposite strand 2","NR_130644","ENSMUSG00000085837"
"5330438D12Rik",40.4649938037416,-0.819810501090924,0.200875135513799,-4.08119451416429,4.48048381849336e-05,0.00141262798540719,"5330438D12Rik","327824","RIKEN cDNA 5330438D12 gene","NM_183200",NA
"Myrfl",58.1927776459997,-0.534383253829989,0.187378961793893,-2.85188501800849,0.00434608182239604,0.0430454017948773,"Myrfl","237558","myelin regulatory factor-like","NM_001033333","ENSMUSG00000034057"
"Lyz2",420.254891858173,-0.388921772408763,0.118935352533369,-3.27002664997899,0.00107537352620341,0.0154914987892668,"Lyz2","17105","lysozyme 2","NM_017372","ENSMUSG00000069516"
"Gm53637",10.0622394208813,1.05196664918139,0.393319766426546,2.67458373307522,0.00748220889923785,0.0618373534059919,"Gm53637","118567854","predicted gene, 53637","XR_004936528",NA
"Gm38403",25.2305592574179,1.7572909690456,0.302021353729997,5.81843286026918,5.9401910284255e-09,8.55725567745296e-07,"Gm38403","216377","predicted gene, 38403","NR_110482","ENSMUSG00000112854"
"Gm47342",28.7344036101447,0.768445983463875,0.316832487503409,2.42540147798324,0.0152914656429073,0.0995405877026722,"Gm47342","118567855","predicted gene, 47342","XR_004936537",NA
"Gm51815",31.4217891735527,0.80414241890618,0.285762041241629,2.81402811728318,0.00489249488503082,0.0466441315393588,"Gm51815","115487474","predicted gene, 51815","XR_003949037",NA
"Tmbim4",848.436110565039,-0.258520942539484,0.0996395159083836,-2.59456241013042,0.00947114167527571,0.0724853018217377,"Tmbim4","68212","transmembrane BAX inhibitor motif containing 4","NM_026617","ENSMUSG00000020225"
"Tbc1d30",2603.07807816313,0.254837219529129,0.0994842702195647,2.5615830418889,0.0104196328233259,0.0771115044935732,"Tbc1d30","74694","TBC1 domain family, member 30","NM_001361015","ENSMUSG00000052302"
"Srgap1",2431.80886504741,0.36366032037061,0.0727573675142803,4.99826110804838,5.78496172922241e-07,3.95767323861359e-05,"Srgap1","117600","SLIT-ROBO Rho GTPase activating protein 1","NM_001081037","ENSMUSG00000020121"
"Ppm1h",9474.12500762231,-0.379125364452368,0.0935272702827233,-4.05363444593552,5.04279962522546e-05,0.00154858520900121,"Ppm1h","319468","protein phosphatase 1H (PP2C domain containing)","NM_001110218","ENSMUSG00000034613"
"Atp23",226.254893219047,-0.36913834584399,0.148041025133307,-2.49348682577408,0.0126495278375435,0.0879304422113294,"Atp23","68876","ATP23 metallopeptidase and ATP synthase assembly factor homolog","NM_001159559","ENSMUSG00000025436"
"A730063M14Rik",22.6829016714563,-0.768882967924948,0.309143422404167,-2.48713998811764,0.012877471591768,0.0888881648362045,"A730063M14Rik","100504703","RIKEN cDNA A730063M14 gene","NR_040660","ENSMUSG00000112639"
"Agap2",66377.2603718726,-0.219383478315613,0.0901000968105436,-2.43488615530478,0.014896475657189,0.097730544948004,"Agap2","216439","ArfGAP with GTPase domain, ankyrin repeat and PH domain 2","NM_001033263","ENSMUSG00000025422"
"Pip4k2c",4157.33451264847,-0.202890881409197,0.0804419612567463,-2.52220207264254,0.0116622692726389,0.0833577044138317,"Pip4k2c","117150","phosphatidylinositol-5-phosphate 4-kinase, type II, gamma","NM_001359280","ENSMUSG00000025417"
"Ddit3",2771.6474495421,0.506231772060658,0.113719443065441,4.45158504486644,8.52387616125112e-06,0.000373847925002992,"Ddit3","13198","DNA-damage inducible transcript 3","NM_001290183","ENSMUSG00000025408"
"Ndufa4l2",8.41800402758342,1.85996273647031,0.589247619379104,3.1565044563611,0.00159672447484763,0.0210039854830148,"Ndufa4l2","407790","Ndufa4, mitochondrial complex associated like 2","NM_001098789","ENSMUSG00000040280"
"Nxph4",61.8638263742752,0.883879412235942,0.227182520645806,3.89061363402149,9.999103728853e-05,0.00258844777890156,"Nxph4","104080","neurexophilin 4","NM_183297","ENSMUSG00000040258"
"Stat6",258.295920371343,0.496928588956575,0.113978891450805,4.35982998809088,1.30163531688992e-05,0.000531421110137616,"Stat6","20852","signal transducer and activator of transcription 6","NM_009284","ENSMUSG00000002147"
"Naca",8409.46052070757,0.180618702023959,0.0499459805103593,3.61628103359582,0.000298865901303749,0.00592349541968805,"Naca","17938","nascent polypeptide-associated complex alpha polypeptide","NM_001113199","ENSMUSG00000061315"
"Ptges3",5027.9063548763,0.214213494731163,0.0822205973577692,2.60535074683353,0.00917802510848765,0.0709844726745057,"Ptges3","56351","prostaglandin E synthase 3","NM_019766","ENSMUSG00000071072"
"Spryd4",304.347221683892,-0.366792507766191,0.127018329925199,-2.88771319841943,0.00388053523843605,0.0397681919547996,"Spryd4","66701","SPRY domain containing 4","NM_025716","ENSMUSG00000051346"
"Coq10a",1668.84799649804,-0.240959843146926,0.0925084022733751,-2.60473467517963,0.00919454306815786,0.0710502000107672,"Coq10a","210582","coenzyme Q10A","NM_001081040","ENSMUSG00000039914"
"Erbb3",442.278616296009,-0.444578849878598,0.128000561612972,-3.47325702540937,0.000514182690952146,0.00892341146031447,"Erbb3","13867","erb-b2 receptor tyrosine kinase 3","NM_010153","ENSMUSG00000018166"
"Ikzf4",720.5547079581,-0.298715773881319,0.0743455339525431,-4.01793837504749,5.87095453332499e-05,0.00174250323912873,"Ikzf4","22781","IKAROS family zinc finger 4","NM_001358536","ENSMUSG00000002578"
"Dgka",238.561810774548,0.367682522751431,0.0980861584882002,3.74856685610399,0.000177847931363641,0.00400927162319639,"Dgka","13139","diacylglycerol kinase, alpha","NM_001358745","ENSMUSG00000025357"
"Gdf11",1425.69282704201,-0.277230994698345,0.0704900043145547,-3.93291215391659,8.39229136570856e-05,0.00228422443485392,"Gdf11","14561","growth differentiation factor 11","NM_010272","ENSMUSG00000025352"
"Bloc1s1",944.471557016457,-0.333324422647934,0.107825228122929,-3.09133983252897,0.00199255446796762,0.0248459342842494,"Bloc1s1","14533","biogenesis of lysosomal organelles complex-1, subunit 1","NM_015740","ENSMUSG00000090247"
"Gm12592",43.0969645519331,0.484328473688157,0.184064007929261,2.63130461591542,0.00850577595456677,0.0678891189815174,"Gm12592","791413","predicted gene 12592","NR_165248","ENSMUSG00000053263"
"Pik3ip1",389.400563793727,-0.350883017748051,0.0998340125199733,-3.514664079818,0.000440310570778578,0.00790462310397733,"Pik3ip1","216505","phosphoinositide-3-kinase interacting protein 1","NM_178149","ENSMUSG00000034614"
"Gm51882",15.6789356958582,0.971380905206084,0.311808205471899,3.11531540273602,0.00183748318859155,0.0232559747276098,"Gm51882","115487755","predicted gene, 51882","XR_003949629",NA
"Dusp18",1277.82576170287,-0.329890504200551,0.0793554121212727,-4.15712672119205,3.22275247411489e-05,0.001106665718776,"Dusp18","75219","dual specificity phosphatase 18","NM_173745","ENSMUSG00000047205"
"Slc35e4",1509.33938215319,-0.284873542363754,0.0958305122246515,-2.97268099429477,0.00295211098452281,0.0328570694313817,"Slc35e4","103710","solute carrier family 35, member E4","NM_153142","ENSMUSG00000048807"
"Tcn2",452.978867451271,-0.32423764356369,0.113246850649941,-2.86310516983775,0.00419511292511356,0.0419487618059183,"Tcn2","21452","transcobalamin 2","NM_001130458","ENSMUSG00000020432"
"Sec14l3",105.206780216644,-0.549667487088175,0.168660958846117,-3.25900843235263,0.00111802344786495,0.0159889083718475,"Sec14l3","380683","SEC14-like lipid binding 3","NM_001029937","ENSMUSG00000054986"
